name,overall,potential,value_million_euro,position,nationality,age,height,team,formation,league,wage_million_euro,preferred_foot,weak_foot_rating,skill_moves,attacking_work_rate,defensive_work_rate,pace_total,shooting_total,passing_total,dribbling_total,defending_total,physicality_total,finishing,heading_accuracy,dribbling,ball_control,balance,shot_power,strength,long_shots,aggression,positioning,vision,penalties,mentality,goalkeeper_diving,goalkeeper_handling,goalkeeper_kicking,goalkeeper_positioning,goalkeeper_reflexes,passing,speed
Diego Vicente Bri Carrazoni,60,76,0.625,Midfielder,Spain,19,172,Atletico Madrid,5-3-2,es La Liga,0.208,0,3,3,2,0,55,56,59,64,24,30,61,27,65,66,76,59,32,43,25,57,56,49,46,0,0,0,0,0,60.5,55.0
Nelson Weiper,60,81,0.775,Forward,Germany,17,192,Mainz 05,3-5-2,de Bundesliga,0.0468,1,3,2,1,1,59,61,43,57,21,64,65,61,59,61,38,58,70,57,63,62,48,57,45,0,0,0,0,0,41.5,59.0
Elias Damergy,60,73,0.5,Goalkeeper,Tunisia,19,187,Rennes,4-2-3-1,fr Ligue 1,0.104,1,3,0,1,1,0,58,52,0,0,57,0,0,0,0,33,39,66,0,0,0,37,0,37,61,58,52,57,62,0.0,0.0
Alfie Devine,60,83,0.775,Midfielder,England,17,180,Tottenham,3-4-2-1,eng Premier League,0.052,1,3,2,2,1,64,55,58,60,51,55,56,59,62,58,68,65,51,42,61,65,54,52,56,0,0,0,0,0,66.0,64.0
Mattia Pagliuca,60,71,0.55,Forward,Italy,20,188,Bologna,4-2-3-1,it Serie A,0.208,1,4,2,1,1,63,59,52,61,22,58,61,60,64,61,48,59,65,56,51,61,55,61,55,0,0,0,0,0,50.5,62.5
Mohamed Toure,60,75,0.575,Forward,Australia,18,186,Reims,4-2-3-1,fr Ligue 1,0.104,1,3,4,2,0,90,56,50,62,30,68,56,51,63,56,76,63,83,53,60,56,50,49,50,0,0,0,0,0,48.5,90.0
Saël Kumbedi,60,80,0.65,Full Back,France,17,175,Lyon,4-3-3,fr Ligue 1,0.026,1,3,2,2,1,80,42,52,61,52,57,39,46,59,58,82,50,56,41,57,54,50,37,58,0,0,0,0,0,51.5,80.0
Alex Murphy,60,80,0.65,Defender,Republic of Ireland,18,188,Newcastle United,4-3-3,eng Premier League,0.156,0,3,2,2,1,54,34,51,51,59,66,29,58,49,50,59,47,70,28,66,39,43,42,56,0,0,0,0,0,51.0,54.5
Leonardo Daniel Ulineia Buta,60,76,0.625,Full Back,Portugal,20,182,Udinese,3-5-2,it Serie A,0.104,0,2,2,1,1,72,45,52,60,56,64,49,52,62,60,68,48,65,34,63,62,54,46,44,0,0,0,0,0,56.0,72.0
Alberto Dossena,60,70,0.5,Defender,Italy,23,195,Cagliari,3-5-2,it Serie A,0.0364,1,3,2,1,1,46,32,36,41,62,69,23,58,35,40,52,51,78,29,62,32,39,41,53,0,0,0,0,0,34.5,46.5
Ben Knight,60,74,0.6,Winger,England,20,170,Manchester City,4-3-3,eng Premier League,0.624,0,3,3,1,1,69,57,52,68,28,43,59,41,68,65,89,64,46,49,37,54,58,57,52,0,0,0,0,0,47.0,69.0
Pietro Boer,60,73,0.525,Goalkeeper,Italy,20,193,Roma,3-4-2-1,it Serie A,0.208,1,2,0,1,1,0,62,59,0,0,58,0,0,0,0,27,44,63,0,0,0,24,0,28,61,62,59,58,66,0.0,0.0
Aaron Zehnter,60,81,0.75,Full Back,Germany,17,180,Augsburg,4-4-2,de Bundesliga,0.026,0,3,2,2,1,62,36,54,59,57,55,34,54,60,57,65,33,55,42,57,48,40,47,45,0,0,0,0,0,55.0,61.5
Jesús Lázaro Owono Ngua Akeng,60,72,0.525,Goalkeeper,Equatorial Guinea,21,181,Deportivo Alaves,4-4-2,es La Liga,0.0494,1,3,0,1,1,0,59,62,0,0,58,0,0,0,0,48,47,42,0,0,0,39,0,31,66,59,62,58,57,0.0,0.0
Antef Tsoungui,60,77,0.6,Defender,Belgium,19,185,Brighton,3-4-3,eng Premier League,0.208,1,2,2,1,1,51,34,34,39,62,67,30,58,37,34,51,50,79,26,54,32,33,45,45,0,0,0,0,0,33.5,51.5
Alejandro Balboa Bandeira,60,72,0.6,Midfielder,Equatorial Guinea,21,178,Deportivo Alaves,4-4-2,es La Liga,0.052,1,3,2,1,1,63,53,53,60,48,53,57,46,60,62,68,50,48,54,57,58,56,37,50,0,0,0,0,0,61.0,63.5
Tomás Mendes Mendes,60,72,0.55,Midfielder,Spain,17,179,Deportivo Alaves,4-4-2,es La Liga,0.026,1,3,2,1,1,53,53,54,58,50,55,57,41,59,61,65,51,57,55,51,60,64,35,42,0,0,0,0,0,59.0,53.5
Tim Maciejewski,60,72,0.575,Full Back,Germany,21,186,Union Berlin,3-5-2,de Bundesliga,0.156,1,3,2,2,0,79,61,55,65,45,53,64,40,66,62,69,71,54,48,38,49,52,63,51,0,0,0,0,0,53.5,79.0
Ben Lhassine Kone,60,70,0.55,Midfielder,Côte d'Ivoire,22,172,Frosinone,3-5-2,it Serie A,0.312,0,2,3,2,0,69,63,57,62,32,46,63,48,62,68,65,75,57,53,33,57,59,62,57,0,0,0,0,0,55.5,69.5
Georg Strauch,60,71,0.525,Midfielder,Germany,21,178,FC Koln,4-2-3-1,de Bundesliga,0.156,1,3,2,1,1,60,44,58,65,55,59,41,51,65,67,66,51,58,44,57,40,58,44,49,0,0,0,0,0,61.5,60.5
Ben Bobzien,60,76,0.625,Winger,Germany,19,174,Mainz 05,3-5-2,de Bundesliga,0.156,1,3,3,1,1,60,56,53,67,29,42,57,43,70,64,74,59,44,54,43,54,56,53,51,0,0,0,0,0,52.5,60.5
Guillaume Restes,60,83,0.7,Goalkeeper,France,17,186,Toulouse,4-2-3-1,fr Ligue 1,0.026,0,3,0,1,1,0,60,62,0,0,60,0,0,0,0,39,47,61,0,0,0,33,0,23,61,60,62,60,63,0.0,0.0
Laurin Ulrich,60,83,0.775,Midfielder,Germany,17,180,VfB Stuttgart,3-4-2-1,de Bundesliga,0.026,1,3,3,1,1,76,59,59,67,45,63,57,44,67,65,76,65,67,60,54,55,58,48,60,0,0,0,0,0,62.0,76.0
Luca Stanga,60,74,0.55,Defender,Italy,20,185,AC Milan,4-2-3-1,it Serie A,0.26,1,3,2,1,2,56,34,39,39,62,61,31,59,32,37,59,46,64,29,54,29,36,46,47,0,0,0,0,0,43.5,56.5
Kaito Mizuta,60,67,0.5,Forward,Japan,22,182,Mainz 05,3-5-2,de Bundesliga,0.208,1,4,2,1,1,69,59,52,68,29,50,62,47,72,67,64,59,53,51,49,56,52,62,55,0,0,0,0,0,48.5,69.0
Adrián Quintela Moya,60,68,0.475,Goalkeeper,Spain,21,188,Rayo Vallecano,4-4-2,es La Liga,0.052,1,3,0,1,1,0,54,62,0,0,59,0,0,0,0,38,47,60,0,0,0,27,0,35,61,54,62,59,66,0.0,0.0
Sanoussy Ba,60,76,0.6,Full Back,Germany,18,178,RB Leipzig,3-4-3,de Bundesliga,0.104,0,4,2,1,1,74,34,52,64,53,48,33,39,66,63,65,39,48,32,44,45,51,29,49,0,0,0,0,0,50.5,74.5
Ousmane Ba,60,75,0.525,Goalkeeper,Senegal,20,185,Metz,3-4-3,fr Ligue 1,0.0364,1,2,0,1,1,0,54,63,0,0,62,0,0,0,0,50,47,53,0,0,0,27,0,26,62,54,63,62,62,0.0,0.0
Owen Dodgson,60,71,0.5,Full Back,England,19,178,Burnley,4-4-2,eng Premier League,0.156,0,2,2,1,1,66,42,54,58,56,61,39,53,59,58,66,48,62,44,58,51,51,31,48,0,0,0,0,0,52.0,66.5
Fabio Chiarodia,60,83,0.725,Defender,Italy,17,186,Werder Bremen,3-5-2,de Bundesliga,0.026,0,3,2,1,1,66,33,48,55,61,59,26,62,55,50,59,42,66,38,50,26,31,41,53,0,0,0,0,0,55.5,65.5
Adrián Rodríguez Giménez,60,73,0.525,Goalkeeper,Argentina,21,195,Deportivo Alaves,4-4-2,es La Liga,0.0494,1,3,0,1,1,0,58,64,0,0,62,0,0,0,0,30,48,65,0,0,0,30,0,34,57,58,64,62,60,0.0,0.0
Oscar Luigi Fraulo,60,80,0.675,Midfielder,Denmark,18,180,Borussia M.Gladbach,4-2-3-1,de Bundesliga,0.052,1,3,3,1,1,75,54,58,63,52,62,52,42,61,62,71,62,59,51,68,54,61,45,58,0,0,0,0,0,62.0,75.5
Yann Lienard,60,78,0.575,Goalkeeper,France,19,192,Monaco,4-4-2,fr Ligue 1,0.104,1,3,0,1,1,0,61,60,0,0,63,0,0,0,0,26,45,66,0,0,0,31,0,36,59,61,60,63,61,0.0,0.0
Harry Isted,60,63,0.25,Goalkeeper,England,25,186,Luton Town,4-2-3-1,eng Premier League,0.208,1,3,0,1,1,0,58,59,0,0,58,0,0,0,0,41,44,37,0,0,0,19,0,38,62,58,59,58,62,0.0,0.0
Andrea Oliveri,60,77,0.625,Winger,Italy,19,181,Frosinone,3-5-2,it Serie A,0.026,1,3,3,1,1,69,53,60,62,37,45,56,42,62,62,67,55,46,46,38,56,61,52,52,0,0,0,0,0,58.0,68.5
Joshua Eze,60,72,0.55,Midfielder,Germany,19,183,Bayer Leverkusen,4-2-3-1,de Bundesliga,0.156,1,3,2,1,1,60,42,56,59,59,58,38,56,56,63,63,52,59,40,62,39,48,48,49,0,0,0,0,0,64.0,60.0
Bilal Nadir,60,72,0.575,Midfielder,France,18,179,Marseille,4-2-3-1,fr Ligue 1,0.104,0,4,2,1,1,64,48,60,56,57,61,40,53,51,58,60,63,54,49,66,50,63,58,53,0,0,0,0,0,64.5,64.0
Sergio Kalaj,60,69,0.525,Defender,Albania,22,193,Frosinone,3-5-2,it Serie A,0.026,1,2,2,1,1,59,27,36,39,59,67,21,55,30,48,44,43,74,23,55,23,32,36,44,0,0,0,0,0,39.5,58.0
Chem Campbell,60,78,0.625,Midfielder,Wales,19,180,Wolverhampton Wanderers,3-4-3,eng Premier League,0.312,1,4,4,2,1,71,56,57,65,41,52,54,42,66,65,74,62,53,57,45,52,56,57,56,0,0,0,0,0,56.0,71.0
Ylan Gomes,60,74,0.6,Forward,France,19,174,Le Havre,3-5-2,fr Ligue 1,0.0468,1,3,3,1,1,68,61,47,64,19,46,63,49,63,61,83,63,46,57,29,62,51,65,59,0,0,0,0,0,47.5,68.0
Abdoulaye Kamara,60,82,0.775,Midfielder,Guinea,17,182,Borussia Dortmund,4-2-3-1,de Bundesliga,0.0416,1,3,3,1,1,67,43,58,67,58,62,39,59,67,65,71,58,68,34,56,49,58,39,59,0,0,0,0,0,65.0,67.0
Hugo Bueno López,60,75,0.55,Full Back,Spain,19,180,Wolverhampton Wanderers,3-4-3,eng Premier League,0.26,0,3,3,2,1,75,43,55,62,51,60,43,47,65,58,68,44,63,36,60,56,46,49,45,0,0,0,0,0,53.5,75.0
Ryan Johansson,60,71,0.525,Midfielder,Republic of Ireland,21,180,Sevilla,4-3-3,es La Liga,0.156,1,3,3,1,1,63,42,58,58,56,57,38,45,56,59,68,50,57,43,52,47,55,43,58,0,0,0,0,0,63.5,63.0
Adrien Louveau,60,72,0.575,Defender,France,22,189,Lens,3-4-2-1,fr Ligue 1,0.208,0,2,2,1,1,61,36,44,46,60,58,32,57,36,55,52,46,61,36,67,31,22,41,51,0,0,0,0,0,55.5,60.5
Darío Ramos Pinazo,60,70,0.475,Goalkeeper,Spain,22,191,Osasuna,4-4-2,es La Liga,0.104,1,3,0,1,1,0,62,65,0,0,58,0,0,0,0,27,49,64,0,0,0,34,0,33,60,62,65,58,60,0.0,0.0
James Norris,60,77,0.6,Full Back,England,19,178,Liverpool,4-3-3,eng Premier League,0.312,0,3,2,2,1,68,35,52,50,57,54,30,50,54,42,58,36,52,36,51,60,42,43,42,0,0,0,0,0,54.0,68.5
Grégoire Coudert,60,68,0.475,Goalkeeper,France,23,188,Brest,4-4-2,fr Ligue 1,0.104,0,3,0,1,1,0,56,58,0,0,58,0,0,0,0,24,44,66,0,0,0,24,0,25,62,56,58,58,62,0.0,0.0
Yoann Cathline,60,73,0.575,Midfielder,France,19,176,Lorient,4-3-3,fr Ligue 1,0.104,1,3,3,1,1,74,54,55,64,37,50,54,37,64,61,76,58,48,53,44,53,54,55,60,0,0,0,0,0,54.5,74.0
Kacper Urbański,60,79,0.625,Midfielder,Poland,17,178,Bologna,4-2-3-1,it Serie A,0.0312,1,3,3,1,1,61,52,57,68,41,39,52,36,67,69,79,59,31,48,38,51,58,53,66,0,0,0,0,0,58.0,60.0
Daniel Klein,60,73,0.525,Goalkeeper,Germany,21,191,Augsburg,4-4-2,de Bundesliga,0.104,1,2,0,1,1,0,58,56,0,0,58,0,0,0,0,31,42,57,0,0,0,35,0,29,60,58,56,58,63,0.0,0.0
Noah König,59,75,0.55,Defender,Germany,19,188,Hoffenheim,3-5-2,de Bundesliga,0.104,1,3,2,1,1,53,31,38,42,59,64,28,60,39,44,41,40,78,29,45,22,30,30,39,0,0,0,0,0,45.5,53.0
Thomas Himeur,59,68,0.45,Goalkeeper,France,21,187,Toulouse,4-2-3-1,fr Ligue 1,0.052,1,2,0,1,1,0,59,57,0,0,56,0,0,0,0,38,43,52,0,0,0,32,0,22,62,59,57,56,60,0.0,0.0
Evan Ferguson,59,80,0.7,Forward,Republic of Ireland,17,177,Brighton,3-4-3,eng Premier League,0.104,1,3,3,1,1,72,59,46,59,19,57,60,49,57,58,69,60,61,56,48,62,54,57,57,0,0,0,0,0,42.5,72.0
Paul Tschernuth,59,70,0.425,Goalkeeper,Austria,20,186,Heidenheim,4-4-2,de Bundesliga,0.104,1,2,0,1,1,0,61,60,0,0,58,0,0,0,0,38,45,41,0,0,0,21,0,30,60,61,60,58,60,0.0,0.0
Michel Ndary Adopo,59,69,0.5,Midfielder,France,21,187,Torino,3-4-2-1,it Serie A,0.26,1,3,2,1,1,65,48,58,58,60,64,37,57,59,59,50,70,70,50,64,56,53,49,45,0,0,0,0,0,66.0,64.5
Andrei Motoc,59,71,0.5,Defender,Moldova,20,195,Salernitana,3-5-2,it Serie A,0.156,1,3,2,1,2,58,30,38,40,60,62,23,58,36,43,40,43,70,28,50,30,38,42,45,0,0,0,0,0,36.0,58.0
Yannick Pandor,59,67,0.45,Goalkeeper,Comoros,21,178,Lens,3-4-2-1,fr Ligue 1,0.104,0,2,0,1,1,0,58,54,0,0,57,0,0,0,0,41,41,51,0,0,0,28,0,24,61,58,54,57,58,0.0,0.0
Lohann Doucet,59,69,0.45,Midfielder,France,19,180,Nantes,4-2-3-1,fr Ligue 1,0.104,1,2,2,1,1,64,36,54,55,54,54,31,41,49,62,72,42,51,36,47,48,51,46,46,0,0,0,0,0,65.0,63.5
Samuel Yepie Yepie,59,75,0.575,Midfielder,France,19,171,Nantes,4-2-3-1,fr Ligue 1,0.104,0,2,2,2,0,80,53,54,65,22,30,51,21,66,62,86,56,27,51,32,47,48,59,53,0,0,0,0,0,51.0,80.5
Odel Offiah,59,75,0.55,Defender,England,19,181,Brighton,3-4-3,eng Premier League,0.208,1,2,2,1,1,64,33,39,57,61,60,32,48,66,48,61,29,65,35,57,49,36,42,40,0,0,0,0,0,33.0,64.5
André Leipold,59,70,0.5,Forward,Germany,20,181,Darmstadt 98,4-4-2,de Bundesliga,0.156,1,3,3,1,1,81,56,45,64,23,49,62,55,68,62,60,55,57,49,25,54,53,45,52,0,0,0,0,0,39.0,81.0
Fynn Otto,59,71,0.5,Defender,Germany,20,192,Eintracht Frankfurt,3-4-2-1,de Bundesliga,0.156,1,4,2,1,1,53,33,43,43,60,63,28,61,40,48,42,50,71,27,52,25,31,41,45,0,0,0,0,0,53.0,53.0
Alex Gilbert,59,70,0.5,Winger,Republic of Ireland,20,183,Brentford,4-3-3,eng Premier League,0.312,1,4,2,1,1,73,57,51,61,27,48,55,43,61,58,70,67,49,56,54,59,57,50,49,0,0,0,0,0,46.5,72.5
Mehdi Loune,59,78,0.575,Midfielder,Morocco,18,172,Eintracht Frankfurt,3-4-2-1,de Bundesliga,0.052,1,3,3,2,1,62,54,61,65,43,42,52,38,67,62,78,56,34,54,44,56,61,51,53,0,0,0,0,0,63.5,62.5
Mert Arslan,59,69,0.475,Midfielder,Germany,18,179,Heidenheim,4-4-2,de Bundesliga,0.052,1,2,2,1,1,62,56,59,61,43,53,58,52,61,61,66,57,53,54,44,48,56,48,48,0,0,0,0,0,62.5,61.5
Elidon Qenaj,59,69,0.5,Forward,Germany,19,198,Heidenheim,4-4-2,de Bundesliga,0.104,1,2,2,1,1,53,60,44,54,34,65,62,68,52,59,60,61,73,56,51,60,50,61,52,0,0,0,0,0,42.0,53.0
Christopher Negele,59,78,0.55,Midfielder,Germany,17,171,Heidenheim,4-4-2,de Bundesliga,0.026,1,3,2,1,1,67,58,58,63,39,51,60,53,62,62,72,56,46,59,41,54,56,56,54,0,0,0,0,0,57.5,67.0
Pierre Ekwah Elimby,59,75,0.55,Midfielder,France,20,189,West Ham,4-2-3-1,eng Premier League,0.312,0,3,2,1,1,64,46,53,54,54,69,39,53,54,57,55,58,71,56,63,36,59,47,58,0,0,0,0,0,58.5,63.5
Hugo Sotelo Gómez,59,74,0.525,Midfielder,Spain,18,180,Celta Vigo,3-4-3,es La Liga,0.052,1,3,3,1,1,65,59,53,62,26,46,62,40,65,63,58,65,54,55,29,52,53,52,50,0,0,0,0,0,53.5,65.0
Felix Lange,59,76,0.55,Defender,Germany,18,185,Wolfsburg,4-2-3-1,de Bundesliga,0.104,1,2,2,1,1,62,33,40,42,61,58,30,59,35,46,58,45,57,29,59,24,39,43,49,0,0,0,0,0,47.0,62.0
Josué Casimir,59,71,0.55,Forward,France,20,178,Le Havre,3-5-2,fr Ligue 1,0.052,1,3,3,1,1,82,58,46,58,23,58,60,56,59,54,72,59,70,53,28,57,48,59,54,0,0,0,0,0,45.0,81.5
Lucas Margueron,59,66,0.4,Goalkeeper,France,21,194,Clermont Foot,4-2-3-1,fr Ligue 1,0.052,1,2,0,1,1,0,56,61,0,0,57,0,0,0,0,24,46,72,0,0,0,21,0,33,62,56,61,57,64,0.0,0.0
Tim Köther,59,67,0.5,Midfielder,Germany,21,175,Heidenheim,4-4-2,de Bundesliga,0.156,0,3,2,1,1,67,50,57,60,50,56,50,44,58,60,68,54,52,50,55,51,58,37,55,0,0,0,0,0,59.0,67.5
Jordan Meyer,59,72,0.525,Midfielder,Germany,20,181,VfB Stuttgart,3-4-2-1,de Bundesliga,0.104,1,2,2,0,1,56,44,52,59,60,56,39,58,58,63,61,58,63,42,57,50,43,41,54,0,0,0,0,0,58.5,56.0
Mathias Olesen,59,69,0.5,Midfielder,Luxembourg,21,188,FC Koln,4-2-3-1,de Bundesliga,0.156,1,2,2,1,1,59,46,56,58,52,65,40,53,59,62,53,60,66,42,67,57,53,45,44,0,0,0,0,0,65.5,59.5
Tommi O'Reilly,59,79,0.625,Midfielder,Republic of Ireland,18,170,Aston Villa,4-3-3,eng Premier League,0.208,0,2,3,2,0,61,56,60,65,51,47,55,56,64,63,73,62,44,52,45,55,62,61,69,0,0,0,0,0,62.5,61.5
James Abankwah,59,77,0.55,Defender,Republic of Ireland,18,185,Udinese,3-5-2,it Serie A,0.0364,1,2,2,1,2,72,29,44,53,56,71,27,53,53,48,61,39,76,26,66,27,25,31,51,0,0,0,0,0,54.0,72.5
Ángel Algobia Esteves,59,68,0.5,Midfielder,Spain,23,180,Getafe,5-3-2,es La Liga,0.208,1,3,2,1,1,33,55,58,59,54,40,55,56,61,63,61,59,36,57,55,60,59,47,60,0,0,0,0,0,62.0,33.0
Adrián González Moyano,59,67,0.45,Goalkeeper,Spain,22,188,Sevilla,4-3-3,es La Liga,0.104,1,3,0,1,1,0,59,60,0,0,56,0,0,0,0,33,45,56,0,0,0,24,0,22,55,59,60,56,63,0.0,0.0
Amario Cozier-Duberry,59,78,0.55,Midfielder,England,17,170,Arsenal,4-2-3-1,eng Premier League,0.052,0,2,3,1,1,71,55,53,60,28,49,57,38,60,58,68,56,45,45,55,59,56,55,55,0,0,0,0,0,49.5,71.0
Mats Lemmens,59,67,0.475,Full Back,Belgium,20,186,Lecce,4-3-3,it Serie A,0.104,1,3,2,0,2,65,35,43,42,59,63,32,51,40,36,48,35,61,33,63,45,44,52,41,0,0,0,0,0,40.0,64.5
Alou Kuol,59,71,0.55,Forward,Australia,20,181,VfB Stuttgart,3-4-2-1,de Bundesliga,0.156,1,3,2,1,0,76,57,37,56,19,62,63,60,52,54,69,59,69,48,32,59,39,46,46,0,0,0,0,0,38.0,76.0
Axel Guessand,59,77,0.525,Defender,France,17,192,Udinese,3-5-2,it Serie A,0.026,0,2,2,1,2,64,27,40,46,59,62,24,57,40,53,57,43,68,20,55,27,28,31,39,0,0,0,0,0,45.5,64.0
Francisco Delgado Rojano,59,71,0.525,Full Back,Spain,20,177,Real Betis,4-2-3-1,es La Liga,0.104,1,3,2,2,1,67,34,42,55,56,53,30,48,54,53,77,43,47,31,50,48,40,36,43,0,0,0,0,0,39.5,67.5
Ed Turns,59,76,0.55,Defender,Wales,19,185,Brighton,3-4-3,eng Premier League,0.208,0,2,2,1,1,59,31,38,50,59,59,24,60,46,52,61,45,62,30,60,27,42,49,56,0,0,0,0,0,38.0,59.0
Jay Turner-Cooke,59,76,0.575,Midfielder,England,18,179,Newcastle United,4-3-3,eng Premier League,0.208,0,3,2,2,1,62,55,61,61,51,49,52,41,61,60,68,60,48,58,44,52,60,49,61,0,0,0,0,0,63.5,62.5
Medon Berisha,59,76,0.575,Midfielder,Switzerland,18,186,Lecce,4-3-3,it Serie A,0.0494,1,4,2,1,1,62,47,58,58,53,66,44,54,57,63,45,59,70,46,70,39,54,49,44,0,0,0,0,0,66.0,62.0
Kristian Šekularac,59,76,0.575,Midfielder,Switzerland,18,185,Fulham,4-2-3-1,eng Premier League,0.156,1,3,2,1,1,65,53,57,64,35,46,54,42,65,67,59,57,43,48,53,50,58,45,55,0,0,0,0,0,58.0,64.5
Antwoine Hackford,59,77,0.575,Forward,England,18,177,Sheffield United,4-2-3-1,eng Premier League,0.104,1,3,2,1,1,86,59,38,60,18,44,62,39,58,59,73,60,45,50,29,64,44,66,45,0,0,0,0,0,38.5,86.0
Philipp Schulze,59,76,0.525,Goalkeeper,Germany,19,190,Wolfsburg,4-2-3-1,de Bundesliga,0.104,1,2,0,1,1,0,56,57,0,0,56,0,0,0,0,22,43,64,0,0,0,27,0,38,60,56,57,56,62,0.0,0.0
John Patrick Finn Benoa,59,78,0.575,Midfielder,Spain,18,193,Getafe,5-3-2,es La Liga,0.052,1,3,2,1,1,65,58,48,59,20,54,61,55,60,59,52,52,73,55,31,64,55,64,50,0,0,0,0,0,52.5,65.0
Leonardo Loria,58,68,0.4,Goalkeeper,Italy,23,195,Frosinone,3-5-2,it Serie A,0.0286,1,3,0,1,1,0,58,55,0,0,59,0,0,0,0,30,41,68,0,0,0,25,0,31,57,58,55,59,58,0.0,0.0
Michael Ndiweni,58,77,0.525,Forward,England,18,175,Newcastle United,4-3-3,eng Premier League,0.26,1,3,2,1,1,78,58,45,56,22,49,60,56,53,54,77,60,49,53,35,57,52,60,49,0,0,0,0,0,43.5,78.0
Julian Kristoffersen,58,62,0.275,Forward,Norway,25,198,Salernitana,3-5-2,it Serie A,0.208,1,2,2,1,1,46,55,50,53,32,67,59,71,53,57,35,57,79,48,53,60,54,50,53,0,0,0,0,0,52.0,46.5
Lamare Bogarde,58,78,0.525,Defender,Netherlands,18,183,Aston Villa,4-3-3,eng Premier League,0.156,1,3,2,0,2,55,44,52,59,57,58,42,59,58,61,64,56,58,38,67,38,43,55,49,0,0,0,0,0,57.0,56.0
Charlie Webster,58,80,0.65,Midfielder,England,18,178,Chelsea,3-4-3,eng Premier League,0.26,1,3,3,1,1,66,54,59,65,47,50,52,43,65,62,47,58,51,56,47,51,61,52,66,0,0,0,0,0,62.5,66.5
Aljoscha Kemlein,58,76,0.475,Midfielder,Germany,17,185,Union Berlin,3-5-2,de Bundesliga,0.026,1,3,2,1,1,64,47,56,56,56,59,40,57,58,56,57,62,60,44,57,55,55,50,42,0,0,0,0,0,61.0,64.0
Filip Marschall,58,73,0.425,Goalkeeper,England,19,195,Aston Villa,4-3-3,eng Premier League,0.156,1,2,0,1,1,0,56,61,0,0,57,0,0,0,0,21,46,59,0,0,0,42,0,38,58,56,61,57,59,0.0,0.0
Adam Griger,58,72,0.475,Forward,Slovakia,18,192,Cagliari,3-5-2,it Serie A,0.104,1,3,2,1,1,66,58,44,56,18,57,60,51,56,57,39,63,71,50,30,58,57,58,56,0,0,0,0,0,43.0,65.5
Killian Phillips,58,72,0.5,Midfielder,Republic of Ireland,20,190,Crystal Palace,4-3-3,eng Premier League,0.312,1,3,2,0,2,52,52,56,57,55,68,50,55,57,59,50,56,79,56,61,58,60,46,58,0,0,0,0,0,56.5,52.0
Gennaro Borrelli,58,69,0.45,Forward,Italy,22,194,Frosinone,3-5-2,it Serie A,0.0338,1,2,2,1,0,52,57,36,52,24,63,61,66,53,53,56,58,80,48,44,66,41,55,45,0,0,0,0,0,37.5,51.5
Jonas Nickisch,58,74,0.45,Goalkeeper,Germany,18,190,RB Leipzig,3-4-3,de Bundesliga,0.0312,1,3,0,1,1,0,57,56,0,0,55,0,0,0,0,38,42,48,0,0,0,38,0,33,62,57,56,55,62,0.0,0.0
Jonas Urbig,58,76,0.45,Goalkeeper,Germany,18,189,FC Koln,4-2-3-1,de Bundesliga,0.026,1,4,0,1,1,0,60,55,0,0,57,0,0,0,0,36,41,51,0,0,0,35,0,37,58,60,55,57,60,0.0,0.0
Khalil Fayad,58,76,0.525,Midfielder,France,18,172,Montpellier,4-3-3,fr Ligue 1,0.052,1,3,2,1,1,65,51,60,70,40,40,50,44,73,68,84,58,35,48,41,52,56,52,63,0,0,0,0,0,65.5,65.5
Eniss Shabani,58,75,0.525,Midfielder,Germany,19,181,Mainz 05,3-5-2,de Bundesliga,0.104,0,3,2,1,1,65,49,55,60,54,62,47,56,58,64,66,59,59,44,65,52,53,50,45,0,0,0,0,0,62.5,65.0
Habib Diarra,58,75,0.5,Midfielder,France,18,179,Strasbourg,3-5-2,fr Ligue 1,0.052,1,2,2,1,1,55,40,54,60,54,54,33,56,61,58,66,54,53,39,62,43,54,51,41,0,0,0,0,0,60.5,55.0
Will Dennis,58,69,0.4,Goalkeeper,England,21,188,Bournemouth,4-2-3-1,eng Premier League,0.156,1,3,0,1,1,0,56,57,0,0,57,0,0,0,0,47,43,43,0,0,0,38,0,39,59,56,57,57,58,0.0,0.0
Fabio Schneider,58,70,0.475,Midfielder,Germany,19,183,Union Berlin,3-5-2,de Bundesliga,0.156,1,3,2,1,1,54,54,56,59,54,61,51,53,58,61,60,63,62,53,62,57,54,54,47,0,0,0,0,0,61.0,54.5
Robin Voisine,58,68,0.425,Defender,France,20,192,Nantes,4-2-3-1,fr Ligue 1,0.156,0,2,2,1,1,53,33,31,40,58,62,28,73,35,43,30,42,69,35,76,29,26,32,40,0,0,0,0,0,33.5,53.5
Brooklyn Lyons-Foster,58,73,0.475,Defender,England,21,185,Tottenham,3-4-2-1,eng Premier League,0.364,1,3,2,1,1,51,29,42,44,58,60,24,59,37,47,63,42,67,23,59,30,39,47,49,0,0,0,0,0,47.0,51.5
Mio Backhaus,58,78,0.5,Goalkeeper,Germany,18,190,Werder Bremen,3-5-2,de Bundesliga,0.026,1,3,0,1,1,0,55,57,0,0,57,0,0,0,0,29,43,57,0,0,0,29,0,32,61,55,57,57,63,0.0,0.0
Alessandro Bianco,58,69,0.45,Midfielder,Italy,19,173,Fiorentina,4-3-3,it Serie A,0.208,1,3,2,1,1,58,44,59,57,57,44,37,59,54,58,81,61,35,43,58,37,56,48,45,0,0,0,0,0,69.5,58.0
